                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.008652E+02             3.037729E+02             3.429385E+05             1.157064E+00             4.300960E+05             3.900601E+03             1.866424E-05             1.006509E+03             2.712963E-02             5.785318E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             9.335586E+01             3.018799E+02             3.457137E+05             1.077630E+00             4.282076E+05             3.916566E+03             1.862668E-05             1.006320E+03             2.652146E-02             5.481554E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             9.332986E+01             3.032741E+02             3.466919E+05             1.072365E+00             4.296106E+05             3.921283E+03             1.869361E-05             1.006374E+03             2.662472E-02             5.459967E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             9.332292E+01             3.039856E+02             3.471877E+05             1.069770E+00             4.303267E+05             3.923663E+03             1.872772E-05             1.006403E+03             2.667736E-02             5.451253E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             9.332499E+01             3.043478E+02             3.474372E+05             1.068518E+00             4.306912E+05             3.924855E+03             1.874508E-05             1.006417E+03             2.670415E-02             5.448801E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             9.333093E+01             3.045327E+02             3.475621E+05             1.067935E+00             4.308773E+05             3.925448E+03             1.875393E-05             1.006425E+03             2.671782E-02             5.449261E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             9.333817E+01             3.046281E+02             3.476245E+05             1.067683E+00             4.309733E+05             3.925741E+03             1.875850E-05             1.006429E+03             2.672487E-02             5.450944E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             9.334539E+01             3.046785E+02             3.476558E+05             1.067588E+00             4.310240E+05             3.925885E+03             1.876092E-05             1.006431E+03             2.672860E-02             5.453011E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             9.335201E+01             3.047062E+02             3.476718E+05             1.067567E+00             4.310519E+05             3.925957E+03             1.876224E-05             1.006432E+03             2.673065E-02             5.455050E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             9.335777E+01             3.047225E+02             3.476803E+05             1.067576E+00             4.310682E+05             3.925992E+03             1.876302E-05             1.006433E+03             2.673185E-02             5.456867E-08             0.000000E+00             0.000000E+00
                   1.8000             5.031015E-08             9.336254E+01             3.047329E+02             3.476853E+05             1.067593E+00             4.310787E+05             3.926012E+03             1.876352E-05             1.006434E+03             2.673263E-02             5.458372E-08             0.000000E+00             0.000000E+00
                   1.9800             5.032045E-08             9.336631E+01             3.047405E+02             3.476889E+05             1.067610E+00             4.310864E+05             3.926026E+03             1.876389E-05             1.006434E+03             2.673319E-02             5.459532E-08             0.000000E+00             0.000000E+00
                   2.1600             5.032769E-08             9.336910E+01             3.047466E+02             3.476920E+05             1.067620E+00             4.310925E+05             3.926037E+03             1.876418E-05             1.006434E+03             2.673364E-02             5.460342E-08             0.000000E+00             0.000000E+00
                   2.3400             5.033207E-08             9.337094E+01             3.047521E+02             3.476952E+05             1.067622E+00             4.310981E+05             3.926050E+03             1.876444E-05             1.006435E+03             2.673405E-02             5.460808E-08             0.000000E+00             0.000000E+00
                   2.5200             5.033375E-08             9.337187E+01             3.047573E+02             3.476987E+05             1.067614E+00             4.311033E+05             3.926064E+03             1.876469E-05             1.006435E+03             2.673443E-02             5.460945E-08             0.000000E+00             0.000000E+00
                   2.7000             5.033292E-08             9.337196E+01             3.047624E+02             3.477025E+05             1.067598E+00             4.311084E+05             3.926081E+03             1.876494E-05             1.006435E+03             2.673481E-02             5.460773E-08             0.000000E+00             0.000000E+00
                   2.8800             5.032977E-08             9.337126E+01             3.047675E+02             3.477067E+05             1.067572E+00             4.311135E+05             3.926100E+03             1.876518E-05             1.006435E+03             2.673518E-02             5.460311E-08             0.000000E+00             0.000000E+00
                   3.0600             5.032446E-08             9.336982E+01             3.047726E+02             3.477114E+05             1.067537E+00             4.311187E+05             3.926121E+03             1.876543E-05             1.006435E+03             2.673556E-02             5.459581E-08             0.000000E+00             0.000000E+00
                   3.2400             5.031718E-08             9.336771E+01             3.047778E+02             3.477165E+05             1.067495E+00             4.311239E+05             3.926145E+03             1.876567E-05             1.006436E+03             2.673594E-02             5.458605E-08             0.000000E+00             0.000000E+00
                   3.4200             5.030811E-08             9.336497E+01             3.047830E+02             3.477219E+05             1.067445E+00             4.311292E+05             3.926170E+03             1.876592E-05             1.006436E+03             2.673633E-02             5.457404E-08             0.000000E+00             0.000000E+00
                   3.6000             5.029743E-08             9.336168E+01             3.047883E+02             3.477276E+05             1.067389E+00             4.311345E+05             3.926198E+03             1.876617E-05             1.006436E+03             2.673672E-02             5.456002E-08             0.000000E+00             0.000000E+00
                   3.7800             5.028532E-08             9.335788E+01             3.047936E+02             3.477337E+05             1.067327E+00             4.311398E+05             3.926227E+03             1.876643E-05             1.006436E+03             2.673711E-02             5.454420E-08             0.000000E+00             0.000000E+00
                   3.9600             5.027195E-08             9.335364E+01             3.047990E+02             3.477399E+05             1.067260E+00             4.311452E+05             3.926258E+03             1.876668E-05             1.006436E+03             2.673750E-02             5.452681E-08             0.000000E+00             0.000000E+00
                   4.1400             5.025752E-08             9.334900E+01             3.048044E+02             3.477465E+05             1.067188E+00             4.311507E+05             3.926290E+03             1.876694E-05             1.006436E+03             2.673790E-02             5.450807E-08             0.000000E+00             0.000000E+00
                   4.3200             5.024219E-08             9.334404E+01             3.048098E+02             3.477532E+05             1.067112E+00             4.311562E+05             3.926323E+03             1.876720E-05             1.006436E+03             2.673830E-02             5.448820E-08             0.000000E+00             0.000000E+00
                   4.5000             5.022615E-08             9.333881E+01             3.048153E+02             3.477601E+05             1.067033E+00             4.311617E+05             3.926358E+03             1.876747E-05             1.006437E+03             2.673871E-02             5.446743E-08             0.000000E+00             0.000000E+00
                   4.6800             5.020957E-08             9.333336E+01             3.048209E+02             3.477671E+05             1.066951E+00             4.311673E+05             3.926393E+03             1.876773E-05             1.006437E+03             2.673912E-02             5.444597E-08             0.000000E+00             0.000000E+00
