                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.009454E+02             3.036782E+02             3.428513E+05             1.158345E+00             4.300005E+05             3.900058E+03             1.866004E-05             1.006507E+03             2.712340E-02             5.791726E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             1.147942E+02             3.166555E+02             3.443843E+05             1.263180E+00             4.430379E+05             3.905203E+03             1.933257E-05             1.007277E+03             2.761452E-02             6.155663E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             1.148505E+02             3.192753E+02             3.461607E+05             1.253403E+00             4.456768E+05             3.913362E+03             1.945573E-05             1.007407E+03             2.780541E-02             6.111640E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             1.148476E+02             3.199524E+02             3.466299E+05             1.250712E+00             4.463590E+05             3.915503E+03             1.948749E-05             1.007442E+03             2.785466E-02             6.103211E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             1.148309E+02             3.201100E+02             3.467484E+05             1.249914E+00             4.465177E+05             3.916041E+03             1.949487E-05             1.007449E+03             2.786611E-02             6.103877E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             1.148126E+02             3.201325E+02             3.467746E+05             1.249626E+00             4.465405E+05             3.916158E+03             1.949593E-05             1.007450E+03             2.786774E-02             6.106599E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             1.147957E+02             3.201217E+02             3.467770E+05             1.249484E+00             4.465297E+05             3.916167E+03             1.949542E-05             1.007450E+03             2.786695E-02             6.109534E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             1.147810E+02             3.201045E+02             3.467737E+05             1.249391E+00             4.465124E+05             3.916149E+03             1.949461E-05             1.007448E+03             2.786570E-02             6.112207E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             1.147685E+02             3.200878E+02             3.467695E+05             1.249321E+00             4.464955E+05             3.916128E+03             1.949383E-05             1.007447E+03             2.786448E-02             6.114510E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             1.147583E+02             3.200733E+02             3.467655E+05             1.249266E+00             4.464809E+05             3.916108E+03             1.949314E-05             1.007447E+03             2.786342E-02             6.116426E-08             0.000000E+00             0.000000E+00
