                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.008691E+02                       3.037727E+02                       5.785544E-08
                             0.1800                       5.005066E-08                       1.008691E+02                       3.037727E+02                       5.791406E-08
                             0.3600                       5.009648E-08                       1.008691E+02                       3.037727E+02                       5.796708E-08
                             0.5400                       5.013763E-08                       1.008691E+02                       3.037727E+02                       5.801469E-08
                             0.7200                       5.017429E-08                       1.008691E+02                       3.037727E+02                       5.805712E-08
                             0.9000                       5.020665E-08                       1.008691E+02                       3.037727E+02                       5.809457E-08
                             1.0800                       5.023489E-08                       1.008691E+02                       3.037727E+02                       5.812724E-08
                             1.2600                       5.025918E-08                       1.008691E+02                       3.037727E+02                       5.815534E-08
                             1.4400                       5.027970E-08                       1.008691E+02                       3.037727E+02                       5.817908E-08
                             1.6200                       5.029663E-08                       1.008691E+02                       3.037727E+02                       5.819868E-08
                             1.8000                       5.031015E-08                       1.008691E+02                       3.037727E+02                       5.821432E-08
                             1.9800                       5.032045E-08                       1.008691E+02                       3.037727E+02                       5.822623E-08
                             2.1600                       5.032769E-08                       1.008691E+02                       3.037727E+02                       5.823462E-08
                             2.3400                       5.033207E-08                       1.008691E+02                       3.037727E+02                       5.823968E-08
                             2.5200                       5.033375E-08                       1.008691E+02                       3.037727E+02                       5.824163E-08
                             2.7000                       5.033292E-08                       1.008691E+02                       3.037727E+02                       5.824067E-08
                             2.8800                       5.032977E-08                       1.008691E+02                       3.037727E+02                       5.823702E-08
                             3.0600                       5.032446E-08                       1.008691E+02                       3.037727E+02                       5.823088E-08
                             3.2400                       5.031718E-08                       1.008691E+02                       3.037727E+02                       5.822246E-08
                             3.4200                       5.030811E-08                       1.008691E+02                       3.037727E+02                       5.821196E-08
                             3.6000                       5.029743E-08                       1.008691E+02                       3.037727E+02                       5.819960E-08
                             3.7800                       5.028532E-08                       1.008691E+02                       3.037727E+02                       5.818559E-08
                             3.9600                       5.027195E-08                       1.008691E+02                       3.037727E+02                       5.817012E-08
                             4.1400                       5.025752E-08                       1.008691E+02                       3.037727E+02                       5.815342E-08
                             4.3200                       5.024219E-08                       1.008691E+02                       3.037727E+02                       5.813568E-08
                             4.5000                       5.022615E-08                       1.008691E+02                       3.037727E+02                       5.811712E-08
                             4.6800                       5.020957E-08                       1.008691E+02                       3.037727E+02                       5.809794E-08
                             4.8600                       5.019265E-08                       1.008691E+02                       3.037727E+02                       5.807836E-08
                             5.0400                       5.017555E-08                       1.008691E+02                       3.037727E+02                       5.805857E-08
                             5.2200                       5.015845E-08                       1.008691E+02                       3.037727E+02                       5.803879E-08
                             5.4000                       5.014155E-08                       1.008691E+02                       3.037727E+02                       5.801923E-08
                             5.5800                       5.012501E-08                       1.008691E+02                       3.037727E+02                       5.800010E-08
                             5.7600                       5.010902E-08                       1.008691E+02                       3.037727E+02                       5.798159E-08
                             5.9400                       5.009376E-08                       1.008691E+02                       3.037727E+02                       5.796393E-08
                             6.1200                       5.007940E-08                       1.008691E+02                       3.037727E+02                       5.794731E-08
                             6.3000                       5.006612E-08                       1.008691E+02                       3.037727E+02                       5.793196E-08
                             6.4800                       5.005412E-08                       1.008691E+02                       3.037727E+02                       5.791806E-08
                             6.6600                       5.004355E-08                       1.008691E+02                       3.037727E+02                       5.790584E-08
                             6.8400                       5.003462E-08                       1.008691E+02                       3.037727E+02                       5.789550E-08
                             7.0200                       5.002748E-08                       1.008691E+02                       3.037727E+02                       5.788725E-08
                             7.2000                       5.002233E-08                       1.008691E+02                       3.037727E+02                       5.788129E-08
                             7.3800                       5.001935E-08                       1.008691E+02                       3.037727E+02                       5.787783E-08
                             7.5600                       5.001871E-08                       1.008691E+02                       3.037727E+02                       5.787709E-08
                             7.7400                       5.002059E-08                       1.008691E+02                       3.037727E+02                       5.787927E-08
                             7.9200                       5.002517E-08                       1.008691E+02                       3.037727E+02                       5.788457E-08
                             8.1000                       5.003263E-08                       1.008691E+02                       3.037727E+02                       5.789321E-08
                             8.2800                       5.004316E-08                       1.008691E+02                       3.037727E+02                       5.790538E-08
                             8.4600                       5.005692E-08                       1.008691E+02                       3.037727E+02                       5.792131E-08
                             8.6400                       5.007411E-08                       1.008691E+02                       3.037727E+02                       5.794119E-08
                             8.8200                       5.009489E-08                       1.008691E+02                       3.037727E+02                       5.796524E-08
                             9.0000                       5.011945E-08                       1.008691E+02                       3.037727E+02                       5.799366E-08
                             9.1800                       5.014796E-08                       1.008691E+02                       3.037727E+02                       5.802665E-08
                             9.3600                       5.018061E-08                       1.008691E+02                       3.037727E+02                       5.806443E-08
                             9.5400                       5.021757E-08                       1.008691E+02                       3.037727E+02                       5.810720E-08
                             9.7200                       5.025903E-08                       1.008691E+02                       3.037727E+02                       5.815517E-08
                             9.9000                       5.030516E-08                       1.008691E+02                       3.037727E+02                       5.820854E-08
                            10.0800                       5.035613E-08                       1.008691E+02                       3.037727E+02                       5.826753E-08
                            10.2600                       5.041214E-08                       1.008691E+02                       3.037727E+02                       5.833233E-08
                            10.4400                       5.047335E-08                       1.008691E+02                       3.037727E+02                       5.840316E-08
                            10.6200                       5.053994E-08                       1.008691E+02                       3.037727E+02                       5.848022E-08
                            10.8000                       5.061210E-08                       1.008691E+02                       3.037727E+02                       5.856371E-08
                            10.9800                       5.069000E-08                       1.008691E+02                       3.037727E+02                       5.865385E-08
                            11.1600                       5.077382E-08                       1.008691E+02                       3.037727E+02                       5.875084E-08
                            11.3400                       5.086374E-08                       1.008691E+02                       3.037727E+02                       5.885488E-08
                            11.5200                       5.095993E-08                       1.008691E+02                       3.037727E+02                       5.896619E-08
                            11.7000                       5.106258E-08                       1.008691E+02                       3.037727E+02                       5.908496E-08
                            11.8800                       5.117185E-08                       1.008691E+02                       3.037727E+02                       5.921140E-08
                            12.0600                       5.128793E-08                       1.008691E+02                       3.037727E+02                       5.934572E-08
                            12.2400                       5.141100E-08                       1.008691E+02                       3.037727E+02                       5.948813E-08
                            12.4200                       5.154123E-08                       1.008691E+02                       3.037727E+02                       5.963882E-08
                            12.6000                       5.167880E-08                       1.008691E+02                       3.037727E+02                       5.979800E-08
                            12.7800                       5.182389E-08                       1.008691E+02                       3.037727E+02                       5.996588E-08
                            12.9600                       5.197667E-08                       1.008691E+02                       3.037727E+02                       6.014266E-08
                            13.1400                       5.213732E-08                       1.008691E+02                       3.037727E+02                       6.032855E-08
                            13.3200                       5.230601E-08                       1.008691E+02                       3.037727E+02                       6.052375E-08
                            13.5000                       5.248293E-08                       1.008691E+02                       3.037727E+02                       6.072847E-08
                            13.6800                       5.266825E-08                       1.008691E+02                       3.037727E+02                       6.094290E-08
                            13.8600                       5.286215E-08                       1.008691E+02                       3.037727E+02                       6.116726E-08
                            14.0400                       5.306479E-08                       1.008691E+02                       3.037727E+02                       6.140174E-08
                            14.2200                       5.327637E-08                       1.008691E+02                       3.037727E+02                       6.164656E-08
                            14.4000                       5.349705E-08                       1.008691E+02                       3.037727E+02                       6.190191E-08
                            14.5800                       5.372700E-08                       1.008691E+02                       3.037727E+02                       6.216799E-08
                            14.7600                       5.396642E-08                       1.008691E+02                       3.037727E+02                       6.244502E-08
                            14.9400                       5.421546E-08                       1.008691E+02                       3.037727E+02                       6.273319E-08
                            15.1200                       5.447431E-08                       1.008691E+02                       3.037727E+02                       6.303270E-08
                            15.3000                       5.474313E-08                       1.008691E+02                       3.037727E+02                       6.334377E-08
                            15.4800                       5.502212E-08                       1.008691E+02                       3.037727E+02                       6.366658E-08
                            15.6600                       5.531143E-08                       1.008691E+02                       3.037727E+02                       6.400134E-08
                            15.8400                       5.561124E-08                       1.008691E+02                       3.037727E+02                       6.434826E-08
