                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.008691E+02             3.037727E+02             3.429440E+05             1.157109E+00             4.300958E+05             3.900589E+03             1.866424E-05             1.006510E+03             2.712962E-02             5.785544E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             9.042056E+01             3.018183E+02             3.473297E+05             1.043952E+00             4.281521E+05             3.925550E+03             1.862330E-05             1.006272E+03             2.651598E-02             5.346257E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             9.035864E+01             3.037927E+02             3.487073E+05             1.036441E+00             4.301392E+05             3.932309E+03             1.871806E-05             1.006349E+03             2.666218E-02             5.313179E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             9.034588E+01             3.045669E+02             3.492411E+05             1.033654E+00             4.309183E+05             3.934911E+03             1.875515E-05             1.006381E+03             2.671943E-02             5.303319E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             9.035142E+01             3.048677E+02             3.494427E+05             1.032695E+00             4.312210E+05             3.935887E+03             1.876955E-05             1.006393E+03             2.674166E-02             5.302170E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             9.036256E+01             3.049858E+02             3.495173E+05             1.032422E+00             4.313398E+05             3.936241E+03             1.877520E-05             1.006399E+03             2.675039E-02             5.304039E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             9.037477E+01             3.050324E+02             3.495427E+05             1.032403E+00             4.313867E+05             3.936356E+03             1.877744E-05             1.006401E+03             2.675384E-02             5.306774E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             9.038622E+01             3.050522E+02             3.495502E+05             1.032467E+00             4.314066E+05             3.936385E+03             1.877839E-05             1.006402E+03             2.675530E-02             5.309527E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             9.039622E+01             3.050617E+02             3.495516E+05             1.032549E+00             4.314161E+05             3.936385E+03             1.877884E-05             1.006402E+03             2.675600E-02             5.311999E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             9.040469E+01             3.050672E+02             3.495511E+05             1.032627E+00             4.314217E+05             3.936376E+03             1.877911E-05             1.006403E+03             2.675642E-02             5.314089E-08             0.000000E+00             0.000000E+00
                   1.8000             5.031015E-08             9.041158E+01             3.050713E+02             3.495505E+05             1.032692E+00             4.314258E+05             3.936368E+03             1.877930E-05             1.006403E+03             2.675672E-02             5.315771E-08             0.000000E+00             0.000000E+00
                   1.9800             5.032045E-08             9.041693E+01             3.050750E+02             3.495505E+05             1.032741E+00             4.314294E+05             3.936363E+03             1.877948E-05             1.006403E+03             2.675699E-02             5.317048E-08             0.000000E+00             0.000000E+00
