                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.007547E+02                       3.051315E+02                       5.753180E-08
                             0.1800                       5.005066E-08                       1.007547E+02                       3.051315E+02                       5.759010E-08
                             0.3600                       5.009648E-08                       1.007547E+02                       3.051315E+02                       5.764281E-08
                             0.5400                       5.013763E-08                       1.007547E+02                       3.051315E+02                       5.769016E-08
                             0.7200                       5.017429E-08                       1.007547E+02                       3.051315E+02                       5.773235E-08
                             0.9000                       5.020665E-08                       1.007547E+02                       3.051315E+02                       5.776959E-08
                             1.0800                       5.023489E-08                       1.007547E+02                       3.051315E+02                       5.780208E-08
                             1.2600                       5.025918E-08                       1.007547E+02                       3.051315E+02                       5.783002E-08
                             1.4400                       5.027970E-08                       1.007547E+02                       3.051315E+02                       5.785363E-08
                             1.6200                       5.029663E-08                       1.007547E+02                       3.051315E+02                       5.787312E-08
                             1.8000                       5.031015E-08                       1.007547E+02                       3.051315E+02                       5.788868E-08
                             1.9800                       5.032045E-08                       1.007547E+02                       3.051315E+02                       5.790052E-08
                             2.1600                       5.032769E-08                       1.007547E+02                       3.051315E+02                       5.790886E-08
                             2.3400                       5.033207E-08                       1.007547E+02                       3.051315E+02                       5.791389E-08
                             2.5200                       5.033375E-08                       1.007547E+02                       3.051315E+02                       5.791583E-08
                             2.7000                       5.033292E-08                       1.007547E+02                       3.051315E+02                       5.791488E-08
                             2.8800                       5.032977E-08                       1.007547E+02                       3.051315E+02                       5.791125E-08
                             3.0600                       5.032446E-08                       1.007547E+02                       3.051315E+02                       5.790514E-08
                             3.2400                       5.031718E-08                       1.007547E+02                       3.051315E+02                       5.789677E-08
                             3.4200                       5.030811E-08                       1.007547E+02                       3.051315E+02                       5.788633E-08
                             3.6000                       5.029743E-08                       1.007547E+02                       3.051315E+02                       5.787404E-08
                             3.7800                       5.028532E-08                       1.007547E+02                       3.051315E+02                       5.786010E-08
                             3.9600                       5.027195E-08                       1.007547E+02                       3.051315E+02                       5.784472E-08
                             4.1400                       5.025752E-08                       1.007547E+02                       3.051315E+02                       5.782811E-08
                             4.3200                       5.024219E-08                       1.007547E+02                       3.051315E+02                       5.781047E-08
                             4.5000                       5.022615E-08                       1.007547E+02                       3.051315E+02                       5.779202E-08
                             4.6800                       5.020957E-08                       1.007547E+02                       3.051315E+02                       5.777295E-08
                             4.8600                       5.019265E-08                       1.007547E+02                       3.051315E+02                       5.775347E-08
                             5.0400                       5.017555E-08                       1.007547E+02                       3.051315E+02                       5.773379E-08
                             5.2200                       5.015845E-08                       1.007547E+02                       3.051315E+02                       5.771413E-08
                             5.4000                       5.014155E-08                       1.007547E+02                       3.051315E+02                       5.769468E-08
                             5.5800                       5.012501E-08                       1.007547E+02                       3.051315E+02                       5.767565E-08
                             5.7600                       5.010902E-08                       1.007547E+02                       3.051315E+02                       5.765725E-08
                             5.9400                       5.009376E-08                       1.007547E+02                       3.051315E+02                       5.763968E-08
                             6.1200                       5.007940E-08                       1.007547E+02                       3.051315E+02                       5.762316E-08
                             6.3000                       5.006612E-08                       1.007547E+02                       3.051315E+02                       5.760789E-08
                             6.4800                       5.005412E-08                       1.007547E+02                       3.051315E+02                       5.759407E-08
                             6.6600                       5.004355E-08                       1.007547E+02                       3.051315E+02                       5.758192E-08
                             6.8400                       5.003462E-08                       1.007547E+02                       3.051315E+02                       5.757163E-08
                             7.0200                       5.002748E-08                       1.007547E+02                       3.051315E+02                       5.756343E-08
                             7.2000                       5.002233E-08                       1.007547E+02                       3.051315E+02                       5.755750E-08
                             7.3800                       5.001935E-08                       1.007547E+02                       3.051315E+02                       5.755407E-08
                             7.5600                       5.001871E-08                       1.007547E+02                       3.051315E+02                       5.755333E-08
                             7.7400                       5.002059E-08                       1.007547E+02                       3.051315E+02                       5.755549E-08
                             7.9200                       5.002517E-08                       1.007547E+02                       3.051315E+02                       5.756077E-08
                             8.1000                       5.003263E-08                       1.007547E+02                       3.051315E+02                       5.756936E-08
                             8.2800                       5.004316E-08                       1.007547E+02                       3.051315E+02                       5.758147E-08
                             8.4600                       5.005692E-08                       1.007547E+02                       3.051315E+02                       5.759730E-08
                             8.6400                       5.007411E-08                       1.007547E+02                       3.051315E+02                       5.761707E-08
                             8.8200                       5.009489E-08                       1.007547E+02                       3.051315E+02                       5.764099E-08
                             9.0000                       5.011945E-08                       1.007547E+02                       3.051315E+02                       5.766924E-08
                             9.1800                       5.014796E-08                       1.007547E+02                       3.051315E+02                       5.770205E-08
                             9.3600                       5.018061E-08                       1.007547E+02                       3.051315E+02                       5.773962E-08
                             9.5400                       5.021757E-08                       1.007547E+02                       3.051315E+02                       5.778215E-08
                             9.7200                       5.025903E-08                       1.007547E+02                       3.051315E+02                       5.782985E-08
                             9.9000                       5.030516E-08                       1.007547E+02                       3.051315E+02                       5.788293E-08
                            10.0800                       5.035613E-08                       1.007547E+02                       3.051315E+02                       5.794158E-08
                            10.2600                       5.041214E-08                       1.007547E+02                       3.051315E+02                       5.800602E-08
                            10.4400                       5.047335E-08                       1.007547E+02                       3.051315E+02                       5.807645E-08
                            10.6200                       5.053994E-08                       1.007547E+02                       3.051315E+02                       5.815308E-08
                            10.8000                       5.061210E-08                       1.007547E+02                       3.051315E+02                       5.823611E-08
                            10.9800                       5.069000E-08                       1.007547E+02                       3.051315E+02                       5.832575E-08
                            11.1600                       5.077382E-08                       1.007547E+02                       3.051315E+02                       5.842219E-08
                            11.3400                       5.086374E-08                       1.007547E+02                       3.051315E+02                       5.852565E-08
                            11.5200                       5.095993E-08                       1.007547E+02                       3.051315E+02                       5.863634E-08
                            11.7000                       5.106258E-08                       1.007547E+02                       3.051315E+02                       5.875444E-08
                            11.8800                       5.117185E-08                       1.007547E+02                       3.051315E+02                       5.888018E-08
                            12.0600                       5.128793E-08                       1.007547E+02                       3.051315E+02                       5.901375E-08
                            12.2400                       5.141100E-08                       1.007547E+02                       3.051315E+02                       5.915535E-08
                            12.4200                       5.154123E-08                       1.007547E+02                       3.051315E+02                       5.930520E-08
                            12.6000                       5.167880E-08                       1.007547E+02                       3.051315E+02                       5.946349E-08
