                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.007730E+02             3.039730E+02             3.430638E+05             1.155243E+00             4.302976E+05             3.901526E+03             1.867315E-05             1.006516E+03             2.714283E-02             5.776214E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             1.064513E+02             3.080822E+02             3.428972E+05             1.204037E+00             4.344218E+05             3.899272E+03             1.892532E-05             1.006769E+03             2.698369E-02             5.957990E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             1.064542E+02             3.090941E+02             3.436117E+05             1.200118E+00             4.354405E+05             3.902566E+03             1.897350E-05             1.006812E+03             2.705814E-02             5.943801E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             1.064529E+02             3.096906E+02             3.440348E+05             1.197785E+00             4.360411E+05             3.904510E+03             1.900187E-05             1.006838E+03             2.710200E-02             5.937025E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             1.064495E+02             3.100411E+02             3.442851E+05             1.196389E+00             4.363940E+05             3.905659E+03             1.901853E-05             1.006854E+03             2.712776E-02             5.934419E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             1.064452E+02             3.102469E+02             3.444334E+05             1.195546E+00             4.366012E+05             3.906338E+03             1.902830E-05             1.006862E+03             2.714287E-02             5.934079E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             1.064408E+02             3.103677E+02             3.445218E+05             1.195030E+00             4.367228E+05             3.906742E+03             1.903404E-05             1.006868E+03             2.715174E-02             5.934889E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             1.064367E+02             3.104389E+02             3.445749E+05             1.194709E+00             4.367946E+05             3.906984E+03             1.903742E-05             1.006871E+03             2.715697E-02             5.936205E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             1.064331E+02             3.104813E+02             3.446073E+05             1.194505E+00             4.368373E+05             3.907131E+03             1.903944E-05             1.006873E+03             2.716009E-02             5.937656E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             1.064300E+02             3.105071E+02             3.446277E+05             1.194371E+00             4.368633E+05             3.907223E+03             1.904066E-05             1.006874E+03             2.716198E-02             5.939029E-08             0.000000E+00             0.000000E+00
                   1.8000             5.031015E-08             1.064277E+02             3.105235E+02             3.446410E+05             1.194281E+00             4.368798E+05             3.907283E+03             1.904144E-05             1.006874E+03             2.716319E-02             5.940211E-08             0.000000E+00             0.000000E+00
                   1.9800             5.032045E-08             1.064259E+02             3.105347E+02             3.446503E+05             1.194219E+00             4.368911E+05             3.907324E+03             1.904197E-05             1.006875E+03             2.716401E-02             5.941142E-08             0.000000E+00             0.000000E+00
                   2.1600             5.032769E-08             1.064249E+02             3.105431E+02             3.446572E+05             1.194174E+00             4.368995E+05             3.907354E+03             1.904237E-05             1.006875E+03             2.716462E-02             5.941795E-08             0.000000E+00             0.000000E+00
                   2.3400             5.033207E-08             1.064244E+02             3.105501E+02             3.446628E+05             1.194142E+00             4.369066E+05             3.907378E+03             1.904270E-05             1.006876E+03             2.716514E-02             5.942163E-08             0.000000E+00             0.000000E+00
                   2.5200             5.033375E-08             1.064245E+02             3.105566E+02             3.446676E+05             1.194118E+00             4.369131E+05             3.907399E+03             1.904301E-05             1.006876E+03             2.716561E-02             5.942249E-08             0.000000E+00             0.000000E+00
                   2.7000             5.033292E-08             1.064252E+02             3.105630E+02             3.446721E+05             1.194101E+00             4.369196E+05             3.907418E+03             1.904332E-05             1.006876E+03             2.716609E-02             5.942064E-08             0.000000E+00             0.000000E+00
                   2.8800             5.032977E-08             1.064264E+02             3.105697E+02             3.446764E+05             1.194089E+00             4.369263E+05             3.907436E+03             1.904363E-05             1.006876E+03             2.716657E-02             5.941623E-08             0.000000E+00             0.000000E+00
                   3.0600             5.032446E-08             1.064281E+02             3.105766E+02             3.446807E+05             1.194081E+00             4.369333E+05             3.907454E+03             1.904396E-05             1.006877E+03             2.716709E-02             5.940942E-08             0.000000E+00             0.000000E+00
                   3.2400             5.031718E-08             1.064302E+02             3.105840E+02             3.446850E+05             1.194077E+00             4.369406E+05             3.907472E+03             1.904431E-05             1.006877E+03             2.716762E-02             5.940041E-08             0.000000E+00             0.000000E+00
                   3.4200             5.030811E-08             1.064328E+02             3.105917E+02             3.446894E+05             1.194075E+00             4.369484E+05             3.907490E+03             1.904468E-05             1.006877E+03             2.716819E-02             5.938937E-08             0.000000E+00             0.000000E+00
                   3.6000             5.029743E-08             1.064356E+02             3.105998E+02             3.446938E+05             1.194076E+00             4.369566E+05             3.907509E+03             1.904506E-05             1.006878E+03             2.716879E-02             5.937650E-08             0.000000E+00             0.000000E+00
                   3.7800             5.028532E-08             1.064388E+02             3.106083E+02             3.446982E+05             1.194079E+00             4.369651E+05             3.907528E+03             1.904547E-05             1.006878E+03             2.716941E-02             5.936201E-08             0.000000E+00             0.000000E+00
                   3.9600             5.027195E-08             1.064423E+02             3.106171E+02             3.447028E+05             1.194084E+00             4.369740E+05             3.907547E+03             1.904589E-05             1.006879E+03             2.717006E-02             5.934610E-08             0.000000E+00             0.000000E+00
                   4.1400             5.025752E-08             1.064460E+02             3.106262E+02             3.447074E+05             1.194090E+00             4.369832E+05             3.907567E+03             1.904632E-05             1.006879E+03             2.717073E-02             5.932896E-08             0.000000E+00             0.000000E+00
                   4.3200             5.024219E-08             1.064498E+02             3.106356E+02             3.447121E+05             1.194098E+00             4.369926E+05             3.907586E+03             1.904677E-05             1.006880E+03             2.717142E-02             5.931079E-08             0.000000E+00             0.000000E+00
                   4.5000             5.022615E-08             1.064539E+02             3.106452E+02             3.447168E+05             1.194106E+00             4.370023E+05             3.907607E+03             1.904722E-05             1.006880E+03             2.717213E-02             5.929181E-08             0.000000E+00             0.000000E+00
                   4.6800             5.020957E-08             1.064580E+02             3.106550E+02             3.447215E+05             1.194115E+00             4.370121E+05             3.907627E+03             1.904769E-05             1.006881E+03             2.717285E-02             5.927221E-08             0.000000E+00             0.000000E+00
                   4.8600             5.019265E-08             1.064622E+02             3.106648E+02             3.447263E+05             1.194124E+00             4.370220E+05             3.907648E+03             1.904815E-05             1.006881E+03             2.717357E-02             5.925220E-08             0.000000E+00             0.000000E+00
                   5.0400             5.017555E-08             1.064664E+02             3.106748E+02             3.447312E+05             1.194133E+00             4.370320E+05             3.907669E+03             1.904863E-05             1.006882E+03             2.717430E-02             5.923197E-08             0.000000E+00             0.000000E+00
                   5.2200             5.015845E-08             1.064706E+02             3.106847E+02             3.447360E+05             1.194141E+00             4.370420E+05             3.907690E+03             1.904910E-05             1.006882E+03             2.717503E-02             5.921173E-08             0.000000E+00             0.000000E+00
                   5.4000             5.014155E-08             1.064747E+02             3.106946E+02             3.447408E+05             1.194149E+00             4.370520E+05             3.907711E+03             1.904957E-05             1.006883E+03             2.717577E-02             5.919168E-08             0.000000E+00             0.000000E+00
                   5.5800             5.012501E-08             1.064787E+02             3.107045E+02             3.447456E+05             1.194156E+00             4.370619E+05             3.907732E+03             1.905004E-05             1.006883E+03             2.717649E-02             5.917203E-08             0.000000E+00             0.000000E+00
                   5.7600             5.010902E-08             1.064826E+02             3.107142E+02             3.447505E+05             1.194162E+00             4.370717E+05             3.907753E+03             1.905050E-05             1.006884E+03             2.717721E-02             5.915298E-08             0.000000E+00             0.000000E+00
                   5.9400             5.009376E-08             1.064862E+02             3.107238E+02             3.447552E+05             1.194166E+00             4.370813E+05             3.907774E+03             1.905096E-05             1.006884E+03             2.717791E-02             5.913473E-08             0.000000E+00             0.000000E+00
                   6.1200             5.007940E-08             1.064897E+02             3.107332E+02             3.447600E+05             1.194169E+00             4.370908E+05             3.907795E+03             1.905140E-05             1.006885E+03             2.717860E-02             5.911749E-08             0.000000E+00             0.000000E+00
                   6.3000             5.006612E-08             1.064928E+02             3.107422E+02             3.447647E+05             1.194169E+00             4.370999E+05             3.907816E+03             1.905183E-05             1.006885E+03             2.717927E-02             5.910144E-08             0.000000E+00             0.000000E+00
                   6.4800             5.005412E-08             1.064957E+02             3.107510E+02             3.447693E+05             1.194167E+00             4.371087E+05             3.907837E+03             1.905225E-05             1.006885E+03             2.717991E-02             5.908681E-08             0.000000E+00             0.000000E+00
                   6.6600             5.004355E-08             1.064981E+02             3.107594E+02             3.447738E+05             1.194162E+00             4.371172E+05             3.907857E+03             1.905265E-05             1.006886E+03             2.718053E-02             5.907379E-08             0.000000E+00             0.000000E+00
                   6.8400             5.003462E-08             1.065002E+02             3.107674E+02             3.447783E+05             1.194155E+00             4.371252E+05             3.907877E+03             1.905303E-05             1.006886E+03             2.718111E-02             5.906258E-08             0.000000E+00             0.000000E+00
                   7.0200             5.002748E-08             1.065018E+02             3.107749E+02             3.447827E+05             1.194143E+00             4.371328E+05             3.907897E+03             1.905339E-05             1.006887E+03             2.718167E-02             5.905339E-08             0.000000E+00             0.000000E+00
                   7.2000             5.002233E-08             1.065028E+02             3.107819E+02             3.447870E+05             1.194129E+00             4.371398E+05             3.907917E+03             1.905372E-05             1.006887E+03             2.718218E-02             5.904641E-08             0.000000E+00             0.000000E+00
                   7.3800             5.001935E-08             1.065034E+02             3.107883E+02             3.447911E+05             1.194110E+00             4.371463E+05             3.907937E+03             1.905402E-05             1.006887E+03             2.718265E-02             5.904185E-08             0.000000E+00             0.000000E+00
                   7.5600             5.001871E-08             1.065034E+02             3.107942E+02             3.447952E+05             1.194087E+00             4.371522E+05             3.907956E+03             1.905430E-05             1.006887E+03             2.718308E-02             5.903991E-08             0.000000E+00             0.000000E+00
                   7.7400             5.002059E-08             1.065027E+02             3.107993E+02             3.447991E+05             1.194060E+00             4.371574E+05             3.907974E+03             1.905455E-05             1.006888E+03             2.718346E-02             5.904080E-08             0.000000E+00             0.000000E+00
                   7.9200             5.002517E-08             1.065014E+02             3.108038E+02             3.448028E+05             1.194028E+00             4.371618E+05             3.907992E+03             1.905476E-05             1.006888E+03             2.718379E-02             5.904472E-08             0.000000E+00             0.000000E+00
                   8.1000             5.003263E-08             1.064993E+02             3.108075E+02             3.448064E+05             1.193990E+00             4.371656E+05             3.908010E+03             1.905493E-05             1.006888E+03             2.718406E-02             5.905186E-08             0.000000E+00             0.000000E+00
                   8.2800             5.004316E-08             1.064965E+02             3.108104E+02             3.448099E+05             1.193948E+00             4.371685E+05             3.908027E+03             1.905507E-05             1.006888E+03             2.718427E-02             5.906243E-08             0.000000E+00             0.000000E+00
                   8.4600             5.005692E-08             1.064929E+02             3.108124E+02             3.448131E+05             1.193899E+00             4.371706E+05             3.908043E+03             1.905517E-05             1.006888E+03             2.718442E-02             5.907663E-08             0.000000E+00             0.000000E+00
                   8.6400             5.007411E-08             1.064884E+02             3.108136E+02             3.448162E+05             1.193845E+00             4.371717E+05             3.908059E+03             1.905522E-05             1.006888E+03             2.718450E-02             5.909466E-08             0.000000E+00             0.000000E+00
                   8.8200             5.009489E-08             1.064831E+02             3.108138E+02             3.448191E+05             1.193785E+00             4.371720E+05             3.908074E+03             1.905523E-05             1.006888E+03             2.718452E-02             5.911673E-08             0.000000E+00             0.000000E+00
                   9.0000             5.011945E-08             1.064769E+02             3.108130E+02             3.448218E+05             1.193718E+00             4.371712E+05             3.908088E+03             1.905519E-05             1.006888E+03             2.718446E-02             5.914303E-08             0.000000E+00             0.000000E+00
                   9.1800             5.014796E-08             1.064697E+02             3.108112E+02             3.448243E+05             1.193644E+00             4.371694E+05             3.908102E+03             1.905511E-05             1.006888E+03             2.718432E-02             5.917377E-08             0.000000E+00             0.000000E+00
                   9.3600             5.018061E-08             1.064615E+02             3.108084E+02             3.448265E+05             1.193563E+00             4.371666E+05             3.908115E+03             1.905497E-05             1.006888E+03             2.718411E-02             5.920916E-08             0.000000E+00             0.000000E+00
                   9.5400             5.021757E-08             1.064523E+02             3.108044E+02             3.448285E+05             1.193475E+00             4.371626E+05             3.908127E+03             1.905478E-05             1.006887E+03             2.718382E-02             5.924938E-08             0.000000E+00             0.000000E+00
                   9.7200             5.025903E-08             1.064420E+02             3.107993E+02             3.448303E+05             1.193379E+00             4.371574E+05             3.908138E+03             1.905454E-05             1.006887E+03             2.718344E-02             5.929464E-08             0.000000E+00             0.000000E+00
                   9.9000             5.030516E-08             1.064306E+02             3.107930E+02             3.448318E+05             1.193276E+00             4.371511E+05             3.908148E+03             1.905424E-05             1.006886E+03             2.718297E-02             5.934515E-08             0.000000E+00             0.000000E+00
                  10.0800             5.035613E-08             1.064181E+02             3.107855E+02             3.448331E+05             1.193165E+00             4.371436E+05             3.908158E+03             1.905388E-05             1.006886E+03             2.718242E-02             5.940110E-08             0.000000E+00             0.000000E+00
                  10.2600             5.041214E-08             1.064045E+02             3.107767E+02             3.448342E+05             1.193045E+00             4.371348E+05             3.908166E+03             1.905346E-05             1.006885E+03             2.718177E-02             5.946270E-08             0.000000E+00             0.000000E+00
                  10.4400             5.047335E-08             1.063896E+02             3.107666E+02             3.448349E+05             1.192917E+00             4.371247E+05             3.908174E+03             1.905298E-05             1.006885E+03             2.718103E-02             5.953015E-08             0.000000E+00             0.000000E+00
                  10.6200             5.053994E-08             1.063735E+02             3.107553E+02             3.448354E+05             1.192781E+00             4.371133E+05             3.908181E+03             1.905244E-05             1.006884E+03             2.718019E-02             5.960364E-08             0.000000E+00             0.000000E+00
                  10.8000             5.061210E-08             1.063562E+02             3.107426E+02             3.448356E+05             1.192636E+00             4.371005E+05             3.908186E+03             1.905183E-05             1.006883E+03             2.717925E-02             5.968339E-08             0.000000E+00             0.000000E+00
                  10.9800             5.069000E-08             1.063376E+02             3.107285E+02             3.448355E+05             1.192481E+00             4.370864E+05             3.908191E+03             1.905116E-05             1.006882E+03             2.717821E-02             5.976959E-08             0.000000E+00             0.000000E+00
                  11.1600             5.077382E-08             1.063178E+02             3.107130E+02             3.448352E+05             1.192318E+00             4.370708E+05             3.908194E+03             1.905042E-05             1.006881E+03             2.717707E-02             5.986244E-08             0.000000E+00             0.000000E+00
                  11.3400             5.086374E-08             1.062966E+02             3.106961E+02             3.448345E+05             1.192145E+00             4.370539E+05             3.908197E+03             1.904962E-05             1.006880E+03             2.717582E-02             5.996214E-08             0.000000E+00             0.000000E+00
                  11.5200             5.095993E-08             1.062741E+02             3.106778E+02             3.448336E+05             1.191963E+00             4.370355E+05             3.908199E+03             1.904875E-05             1.006879E+03             2.717447E-02             6.006890E-08             0.000000E+00             0.000000E+00
                  11.7000             5.106258E-08             1.062502E+02             3.106581E+02             3.448324E+05             1.191772E+00             4.370157E+05             3.908199E+03             1.904781E-05             1.006878E+03             2.717301E-02             6.018291E-08             0.000000E+00             0.000000E+00
                  11.8800             5.117185E-08             1.062250E+02             3.106369E+02             3.448308E+05             1.191571E+00             4.369944E+05             3.908199E+03             1.904679E-05             1.006876E+03             2.717145E-02             6.030439E-08             0.000000E+00             0.000000E+00
                  12.0600             5.128793E-08             1.061985E+02             3.106142E+02             3.448290E+05             1.191360E+00             4.369716E+05             3.908197E+03             1.904571E-05             1.006875E+03             2.716978E-02             6.043352E-08             0.000000E+00             0.000000E+00
                  12.2400             5.141100E-08             1.061706E+02             3.105901E+02             3.448269E+05             1.191139E+00             4.369473E+05             3.908195E+03             1.904456E-05             1.006874E+03             2.716799E-02             6.057051E-08             0.000000E+00             0.000000E+00
                  12.4200             5.154123E-08             1.061412E+02             3.105645E+02             3.448245E+05             1.190909E+00             4.369216E+05             3.908191E+03             1.904334E-05             1.006872E+03             2.716611E-02             6.071557E-08             0.000000E+00             0.000000E+00
