                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.010003E+02                       3.036732E+02                       5.794971E-08
                             0.1800                       5.005066E-08                       1.010003E+02                       3.036732E+02                       5.800843E-08
                             0.3600                       5.009648E-08                       1.010003E+02                       3.036732E+02                       5.806153E-08
                             0.5400                       5.013763E-08                       1.010003E+02                       3.036732E+02                       5.810922E-08
                             0.7200                       5.017429E-08                       1.010003E+02                       3.036732E+02                       5.815172E-08
                             0.9000                       5.020665E-08                       1.010003E+02                       3.036732E+02                       5.818923E-08
                             1.0800                       5.023489E-08                       1.010003E+02                       3.036732E+02                       5.822195E-08
                             1.2600                       5.025918E-08                       1.010003E+02                       3.036732E+02                       5.825010E-08
                             1.4400                       5.027970E-08                       1.010003E+02                       3.036732E+02                       5.827388E-08
                             1.6200                       5.029663E-08                       1.010003E+02                       3.036732E+02                       5.829350E-08
                             1.8000                       5.031015E-08                       1.010003E+02                       3.036732E+02                       5.830918E-08
                             1.9800                       5.032045E-08                       1.010003E+02                       3.036732E+02                       5.832111E-08
                             2.1600                       5.032769E-08                       1.010003E+02                       3.036732E+02                       5.832951E-08
                             2.3400                       5.033207E-08                       1.010003E+02                       3.036732E+02                       5.833458E-08
                             2.5200                       5.033375E-08                       1.010003E+02                       3.036732E+02                       5.833653E-08
                             2.7000                       5.033292E-08                       1.010003E+02                       3.036732E+02                       5.833557E-08
                             2.8800                       5.032977E-08                       1.010003E+02                       3.036732E+02                       5.833191E-08
                             3.0600                       5.032446E-08                       1.010003E+02                       3.036732E+02                       5.832576E-08
                             3.2400                       5.031718E-08                       1.010003E+02                       3.036732E+02                       5.831733E-08
                             3.4200                       5.030811E-08                       1.010003E+02                       3.036732E+02                       5.830681E-08
                             3.6000                       5.029743E-08                       1.010003E+02                       3.036732E+02                       5.829443E-08
                             3.7800                       5.028532E-08                       1.010003E+02                       3.036732E+02                       5.828040E-08
                             3.9600                       5.027195E-08                       1.010003E+02                       3.036732E+02                       5.826491E-08
                             4.1400                       5.025752E-08                       1.010003E+02                       3.036732E+02                       5.824817E-08
                             4.3200                       5.024219E-08                       1.010003E+02                       3.036732E+02                       5.823041E-08
                             4.5000                       5.022615E-08                       1.010003E+02                       3.036732E+02                       5.821182E-08
                             4.6800                       5.020957E-08                       1.010003E+02                       3.036732E+02                       5.819261E-08
                             4.8600                       5.019265E-08                       1.010003E+02                       3.036732E+02                       5.817299E-08
                             5.0400                       5.017555E-08                       1.010003E+02                       3.036732E+02                       5.815317E-08
                             5.2200                       5.015845E-08                       1.010003E+02                       3.036732E+02                       5.813336E-08
                             5.4000                       5.014155E-08                       1.010003E+02                       3.036732E+02                       5.811377E-08
                             5.5800                       5.012501E-08                       1.010003E+02                       3.036732E+02                       5.809460E-08
                             5.7600                       5.010902E-08                       1.010003E+02                       3.036732E+02                       5.807607E-08
                             5.9400                       5.009376E-08                       1.010003E+02                       3.036732E+02                       5.805838E-08
                             6.1200                       5.007940E-08                       1.010003E+02                       3.036732E+02                       5.804173E-08
                             6.3000                       5.006612E-08                       1.010003E+02                       3.036732E+02                       5.802635E-08
                             6.4800                       5.005412E-08                       1.010003E+02                       3.036732E+02                       5.801243E-08
                             6.6600                       5.004355E-08                       1.010003E+02                       3.036732E+02                       5.800019E-08
                             6.8400                       5.003462E-08                       1.010003E+02                       3.036732E+02                       5.798983E-08
                             7.0200                       5.002748E-08                       1.010003E+02                       3.036732E+02                       5.798157E-08
                             7.2000                       5.002233E-08                       1.010003E+02                       3.036732E+02                       5.797560E-08
                             7.3800                       5.001935E-08                       1.010003E+02                       3.036732E+02                       5.797214E-08
                             7.5600                       5.001871E-08                       1.010003E+02                       3.036732E+02                       5.797140E-08
                             7.7400                       5.002059E-08                       1.010003E+02                       3.036732E+02                       5.797358E-08
                             7.9200                       5.002517E-08                       1.010003E+02                       3.036732E+02                       5.797889E-08
                             8.1000                       5.003263E-08                       1.010003E+02                       3.036732E+02                       5.798754E-08
                             8.2800                       5.004316E-08                       1.010003E+02                       3.036732E+02                       5.799974E-08
                             8.4600                       5.005692E-08                       1.010003E+02                       3.036732E+02                       5.801569E-08
                             8.6400                       5.007411E-08                       1.010003E+02                       3.036732E+02                       5.803560E-08
                             8.8200                       5.009489E-08                       1.010003E+02                       3.036732E+02                       5.805969E-08
                             9.0000                       5.011945E-08                       1.010003E+02                       3.036732E+02                       5.808815E-08
                             9.1800                       5.014796E-08                       1.010003E+02                       3.036732E+02                       5.812120E-08
                             9.3600                       5.018061E-08                       1.010003E+02                       3.036732E+02                       5.815904E-08
                             9.5400                       5.021757E-08                       1.010003E+02                       3.036732E+02                       5.820188E-08
                             9.7200                       5.025903E-08                       1.010003E+02                       3.036732E+02                       5.824993E-08
                             9.9000                       5.030516E-08                       1.010003E+02                       3.036732E+02                       5.830339E-08
                            10.0800                       5.035613E-08                       1.010003E+02                       3.036732E+02                       5.836247E-08
                            10.2600                       5.041214E-08                       1.010003E+02                       3.036732E+02                       5.842738E-08
                            10.4400                       5.047335E-08                       1.010003E+02                       3.036732E+02                       5.849832E-08
                            10.6200                       5.053994E-08                       1.010003E+02                       3.036732E+02                       5.857550E-08
                            10.8000                       5.061210E-08                       1.010003E+02                       3.036732E+02                       5.865914E-08
